Season,Episode Number,Episode Title,Character,Dialogue,Timestamp,TalkingTo
1,7,Defiant Jazz (Transcript),Helly,"Very noble of you, but I think it’s designed as a two-man operation.",1900-01-01 00:35:10,Dylan
1,7,Defiant Jazz (Transcript),Dylan,Great. I have the strength of two men.,1900-01-01 00:35:13,Helly
1,7,Defiant Jazz (Transcript),Helly,It’s not about strength.,1900-01-01 00:35:16,Dylan
1,7,Defiant Jazz (Transcript),Helly,"Yeah, see. There are two lever switches that you have to hold open during the actual procedure. And they’re on either side of the door.",1900-01-01 00:35:18,Dylan
1,7,Defiant Jazz (Transcript),Dylan,I can do it.,1900-01-01 00:35:28,Milchick
1,7,Defiant Jazz (Transcript),Milchick,"Ladies and gentlemen, how about a round of applause for the man of the hour? Come and circle up! Gather round.",1900-01-01 00:35:33,Dylan
1,7,Defiant Jazz (Transcript),O&D designers (chanting),"Burt, Burt, Burt.",1900-01-01 00:35:45,Milchick
1,7,Defiant Jazz (Transcript),Milchick,"Greetings, Designers…and one Refiner. We’ll have to get those doors looked at.",1900-01-01 00:35:56,O&D designers (chanting)
1,7,Defiant Jazz (Transcript),Milchick,In the meantime…Burt G. This is for you.,1900-01-01 00:36:06,Burt
1,7,Defiant Jazz (Transcript),Burt,"Hello. This is kinda strange, but…a lot of things about this job are. You all know that better than me, I’m guessing. And, of course, I don’t really know any of you, but the man standing there with you now does. He’s worked with you for nearly seven years, and I hope they’ve been good years.",1900-01-01 00:36:19,Milchick
1,7,Defiant Jazz (Transcript),Burt,"I… I don’t know what they’ve been like, or what exactly I, or he, has been doing with you, but I do know how I feel every day when I come from being with you. I come home feeling tired but fulfilled. I feel satisfied. I must like you very much. And though today is my last day with you, I’m certain you will remain with me in spirit in some deep, yet completely unaccessible, corner of my mind.",1900-01-01 00:36:46,Milchick
1,7,Defiant Jazz (Transcript),Burt,"The impression you’ve left on me is indelible, though I’m unaware of it on a conscious level, and…I will never forget any of you, even though sitting here right now, I have no recollection of actually ever meeting you and no idea of your names or any of your physical characteristics or even how many of you there are.",1900-01-01 00:37:18,Irving
1,7,Defiant Jazz (Transcript),Burt,"Anyway, I just wanna say, thank you, all.",1900-01-01 00:37:42,Irving
1,7,Defiant Jazz (Transcript),Burt,"And Burt, I see you. Congratulations.",1900-01-01 00:37:44,Irving
1,7,Defiant Jazz (Transcript),Burt,"Good job, buddy.",1900-01-01 00:37:50,Irving
1,7,Defiant Jazz (Transcript),Burt,Bon voyage.,1900-01-01 00:37:53,Irving
1,7,Defiant Jazz (Transcript),Irving,You’re all just gonna stand here…and let him die?,1900-01-01 00:38:10,Burt
1,7,Defiant Jazz (Transcript),Burt,"Irving, what?",1900-01-01 00:38:17,Irving
1,7,Defiant Jazz (Transcript),Irving,Are we being punished for defying the guidance of the founder?,1900-01-01 00:38:19,Burt
1,7,Defiant Jazz (Transcript),Milchick,Burt’s Outie is retiring. It’ll happen to you too someday.,1900-01-01 00:38:25,Irving
1,7,Defiant Jazz (Transcript),Irving,You smug motherfucker.,1900-01-01 00:38:30,Milchick
1,7,Defiant Jazz (Transcript),Irving,"You’re not severed. You walk out of here with your memories. You carry them home with you every night. No one can rip them away from you, snuff them out. Like they never existed. Like you never existed!",1900-01-01 00:38:34,Milchick
1,7,Defiant Jazz (Transcript),Milchick,That’s enough! You will go back to MDR.,1900-01-01 00:38:50,Burt
1,7,Defiant Jazz (Transcript),Burt,"Mr. Milchick, please. It’d be so wonderful to have him here. He won’t say anything more.",1900-01-01 00:38:53,Milchick
1,7,Defiant Jazz (Transcript),Milchick,"You can stay for Burt’s party and support his transition. But only if you behave in a manner that brings no shame upon yourself, the founder or his progeny.",1900-01-01 00:39:12,Burt
1,7,Defiant Jazz (Transcript),Milchick,I don’t know what’s gotten into you people today.,1900-01-01 00:39:25,Irving
1,7,Defiant Jazz (Transcript),Irving,"Yes, Mr. Milchick.",1900-01-01 00:39:36,Milchick
1,7,Defiant Jazz (Transcript),Milchick,"Now, let’s all say goodbye to Burt.",1900-01-01 00:39:41,Irving
1,7,Defiant Jazz (Transcript),Milchick,I hope you all will enjoy Burt G.’s Innie retirement song selection.,1900-01-01 00:39:54,Irving
1,7,Defiant Jazz (Transcript),Music Cue,"Good morning, yesterday.",1900-01-01 00:40:16,Milchick
1,7,Defiant Jazz (Transcript),Mark,Irving?,1900-01-01 00:42:15,Irving
1,7,Defiant Jazz (Transcript),Irving,Let’s burn this place to the ground.,1900-01-01 00:42:29,Mark
1,7,Defiant Jazz (Transcript),Mark,Hey.,1900-01-01 00:43:42,Alexa
1,7,Defiant Jazz (Transcript),Alexa,Hey.,1900-01-01 00:43:42,Mark
1,7,Defiant Jazz (Transcript),Alexa,My phone.,1900-01-01 00:43:46,Mark
1,7,Defiant Jazz (Transcript),Mark,"Right, yeah. Come on in.",1900-01-01 00:43:48,Alexa
1,7,Defiant Jazz (Transcript),Mark,How are you?,1900-01-01 00:43:56,Alexa
1,7,Defiant Jazz (Transcript),Alexa,I’m good. How are you?,1900-01-01 00:43:57,Mark
1,7,Defiant Jazz (Transcript),Mark,That’s great.,1900-01-01 00:43:57,Alexa
1,7,Defiant Jazz (Transcript),Mark,"Come on in. You know, make yourself at home. You know, I found it between the wall and the bed.",1900-01-01 00:43:59,Alexa
1,7,Defiant Jazz (Transcript),Mark,"You know, I would’ve dropped it off, but I don’t know where you live. So, this is great.",1900-01-01 00:44:09,Alexa
1,7,Defiant Jazz (Transcript),Alexa,Are you okay?,1900-01-01 00:44:19,Mark
1,7,Defiant Jazz (Transcript),Mark,"Yeah. I’m fine. You know, a little tired.",1900-01-01 00:44:21,Alexa
1,7,Defiant Jazz (Transcript),Alexa,Okay. I’m gonna go.,1900-01-01 00:44:26,Mark
1,7,Defiant Jazz (Transcript),Mark,"No, no. Come on.",1900-01-01 00:44:27,Alexa
1,7,Defiant Jazz (Transcript),Alexa,"Hey, look. I just don’t think you’re ready for this.",1900-01-01 00:44:29,Mark
1,7,Defiant Jazz (Transcript),Mark,"No, I think I’m really ready for this.",1900-01-01 00:44:31,Alexa
1,7,Defiant Jazz (Transcript),Alexa,No.,1900-01-01 00:44:31,Mark
1,7,Defiant Jazz (Transcript),Alexa,I don’t think you’re ready for anything. I think you’re a mess right now.,1900-01-01 00:44:33,Mark
1,7,Defiant Jazz (Transcript),Mark,"Well, I’m really sorry.",1900-01-01 00:44:35,Alexa
1,7,Defiant Jazz (Transcript),Alexa,Okay.,1900-01-01 00:44:35,Mark
1,7,Defiant Jazz (Transcript),Mark,And I’m sorry for talking about her.,1900-01-01 00:44:38,Alexa
1,7,Defiant Jazz (Transcript),Mark,"No, it was too much. It was…",1900-01-01 00:44:42,Alexa
1,7,Defiant Jazz (Transcript),Alexa,You know what? You can talk about her. You can not talk about her.,1900-01-01 00:44:45,Mark
1,7,Defiant Jazz (Transcript),Alexa,Whatever you want.,1900-01-01 00:44:48,Mark
1,7,Defiant Jazz (Transcript),Mark,Okay. H-Hold on.,1900-01-01 00:44:48,Alexa
1,7,Defiant Jazz (Transcript),Mark,Watch this.,1900-01-01 00:44:50,Alexa
1,7,Defiant Jazz (Transcript),Mark,See? That’s her.,1900-01-01 00:45:00,Alexa
1,7,Defiant Jazz (Transcript),Mark,Gone.,1900-01-01 00:45:14,Alexa
1,7,Defiant Jazz (Transcript),Mark,What?,1900-01-01 00:45:28,Alexa
1,7,Defiant Jazz (Transcript),Mark,Okay. Wow.,1900-01-01 00:45:31,Alexa
1,7,Defiant Jazz (Transcript),Mark,"Alexa, you know, we could… We’ll talk all about Gemma.",1900-01-01 00:45:35,Alexa
1,7,Defiant Jazz (Transcript),Mark,She was great. She wa…,1900-01-01 00:45:40,Alexa
1,7,Defiant Jazz (Transcript),Alexa,"Goodbye, Mark.",1900-01-01 00:45:43,Mark
1,7,Defiant Jazz (Transcript),Mark,Really?,1900-01-01 00:45:47,Alexa
1,7,Defiant Jazz (Transcript),Mark,"Oh, my…",1900-01-01 00:45:50,Alexa
1,7,Defiant Jazz (Transcript),Mark,She was great.,1900-01-01 00:46:12,Music Cue
1,7,Defiant Jazz (Transcript),Mark,She was extraordinary.,1900-01-01 00:46:23,Music Cue
1,7,Defiant Jazz (Transcript),Music Cue,I’ll be seeing you.,1900-01-01 00:46:36,Mark
1,7,Defiant Jazz (Transcript),Mark (voiceover),My wife was extraordinary.,1900-01-01 00:47:31,Music Cue (cont.)
1,7,Defiant Jazz (Transcript),Music Cue (cont.),I’ll be seeing you.,1900-01-01 00:47:37,Mark (voiceover)
1,7,Defiant Jazz (Transcript),Mark (voiceover),My wife was allergic to nutmeg.,1900-01-01 00:47:42,Music Cue (cont.)
1,7,Defiant Jazz (Transcript),Music Cue (cont.),In every lovely summer’s day.,1900-01-01 00:47:45,Mark (voiceover)
1,7,Defiant Jazz (Transcript),Mark (voiceover),"And when she sneezed, she always sneezed twice.",1900-01-01 00:47:49,Music Cue (cont.)
1,7,Defiant Jazz (Transcript),Music Cue (cont.),In everything that’s light and gay.,1900-01-01 00:47:53,Mark (voiceover)
1,7,Defiant Jazz (Transcript),Mark (voiceover),My wife liked other people’s dogs.,1900-01-01 00:47:58,Music Cue (cont.)
1,7,Defiant Jazz (Transcript),Music Cue (cont.),I’ll always think of you that way.,1900-01-01 00:48:00,Mark (voiceover)
1,7,Defiant Jazz (Transcript),Mark (voiceover),My wife thought cardigans looked ridiculous.,1900-01-01 00:48:04,Music Cue (cont.)
1,7,Defiant Jazz (Transcript),Music Cue (cont.),I’ll find you…,1900-01-01 00:48:07,Mark (voiceover)
1,7,Defiant Jazz (Transcript),Mark (voiceover),I loved all these things about her…,1900-01-01 00:48:10,Music Cue (cont.)
1,7,Defiant Jazz (Transcript),Mark (voiceover),Equally.,1900-01-01 00:48:16,Music Cue (cont.)
1,7,Defiant Jazz (Transcript),Music Cue (cont.),And when the night is new,1900-01-01 00:48:17,Mark (voiceover)
1,8,What’s for Dinner? (Transcript),Irving,"All right, Radar. Okay, come on. Let’s go.",1900-01-01 00:00:44,Mark
1,8,What’s for Dinner? (Transcript),Mark,Going good?,1900-01-01 00:05:25,Helly
1,8,What’s for Dinner? (Transcript),Helly,Yep.,1900-01-01 00:05:25,Mark
1,8,What’s for Dinner? (Transcript),Mark,Yeah?,1900-01-01 00:05:26,Helly
1,8,What’s for Dinner? (Transcript),Mark,Think you’ll have it by…,1900-01-01 00:05:29,Helly
1,8,What’s for Dinner? (Transcript),Helly,I’ll get there.,1900-01-01 00:05:29,Mark
1,8,What’s for Dinner? (Transcript),Dylan,"She’s not gonna make it, is she?",1900-01-01 00:05:54,Mark
1,8,What’s for Dinner? (Transcript),Mark,You should be at your desks.,1900-01-01 00:05:54,Dylan
1,8,What’s for Dinner? (Transcript),Dylan,We’ve both been done a week. What is there to do?,1900-01-01 00:05:57,Mark
1,8,What’s for Dinner? (Transcript),Dylan,Is she gonna make it?,1900-01-01 00:05:59,Mark
1,8,What’s for Dinner? (Transcript),Mark,She’s gonna make it.,1900-01-01 00:05:59,Dylan
1,8,What’s for Dinner? (Transcript),Irving,Mark.,1900-01-01 00:06:01,Mark
1,8,What’s for Dinner? (Transcript),Mark,Yes?,1900-01-01 00:06:02,Irving
1,8,What’s for Dinner? (Transcript),Irving,Don’t laugh.,1900-01-01 00:06:03,Mark
1,8,What’s for Dinner? (Transcript),Mark,At?,1900-01-01 00:06:03,Irving
1,8,What’s for Dinner? (Transcript),Irving,I just wonder if it might be helpful for us to stand behind her and perhaps chant her name.,1900-01-01 00:06:06,Mark
1,8,What’s for Dinner? (Transcript),Mark,Okay. She’ll make it. Just let her focus.,1900-01-01 00:06:15,Irving
1,8,What’s for Dinner? (Transcript),Cobel,How’s she doing?,1900-01-01 00:06:28,Milchick
1,8,What’s for Dinner? (Transcript),Milchick,Gonna be down to the wire.,1900-01-01 00:06:30,Cobel
1,8,What’s for Dinner? (Transcript),Cobel,She’ll make it.,1900-01-01 00:06:38,Milchick
1,8,What’s for Dinner? (Transcript),Cobel,Let’s prep for when she makes it.,1900-01-01 00:06:40,Milchick
1,8,What’s for Dinner? (Transcript),Cobel,Oh. And I want to schedule a end-of-the quarter wellness session for Mark…one last time.,1900-01-01 00:06:48,Milchick
1,8,What’s for Dinner? (Transcript),Milchick,Really?,1900-01-01 00:06:57,Cobel
1,8,What’s for Dinner? (Transcript),Cobel,"Seth. I know that this has been a trying quarter, and you have availed yourself well. Mr. Graner sits with Kier now, and I imagine they’re both very satisfied with you.",1900-01-01 00:07:04,Milchick
1,8,What’s for Dinner? (Transcript),Helly,Hey.,1900-01-01 00:07:52,Mark
1,8,What’s for Dinner? (Transcript),Mark,Did you…,1900-01-01 00:07:55,Helly
1,8,What’s for Dinner? (Transcript),Helly,I think I did.,1900-01-01 00:07:57,Mark
1,8,What’s for Dinner? (Transcript),Dylan,She do it?,1900-01-01 00:08:13,Mark
1,8,What’s for Dinner? (Transcript),Mark,She did it!,1900-01-01 00:08:13,Dylan
1,8,What’s for Dinner? (Transcript),Dylan,Fuck and yes.,1900-01-01 00:08:17,Irving
1,8,What’s for Dinner? (Transcript),Irving,"Oh, my goodness.",1900-01-01 00:08:19,Dylan
1,8,What’s for Dinner? (Transcript),Kier Eagan,"I knew you could do it, Helly R. Even in your darkest moments, I could see you arriving here. In refining your macrodata file, you have brought glory to this company and to me. Kier Eagan. I… I love you. But now I must away, for there are others who need me around the world. Goodbye, Helly R., and thank you.",1900-01-01 00:08:41,Irving
1,8,What’s for Dinner? (Transcript),Dylan,Boom! That’s quota. We did it.,1900-01-01 00:09:26,Mark
1,8,What’s for Dinner? (Transcript),Mark,Good work.,1900-01-01 00:09:30,Dylan
1,8,What’s for Dinner? (Transcript),Irving,So it’s on now?,1900-01-01 00:09:36,Mark
1,8,What’s for Dinner? (Transcript),Cobel,"Oh, Mark. I don’t know how you knew for the end of the quarter I wanted a heart attack.",1900-01-01 00:09:53,Mark
1,8,What’s for Dinner? (Transcript),Mark,"Well, we made it, despite a staffing shake-up.",1900-01-01 00:10:02,Cobel
1,8,What’s for Dinner? (Transcript),Cobel,"Yes, and spending half of your time farting around the halls. Still, yes. You made it. Have you decided who you want to stay for the Waffle Party?",1900-01-01 00:10:05,Mark
1,8,What’s for Dinner? (Transcript),Mark,I was thinking Dylan.,1900-01-01 00:10:16,Cobel
1,8,What’s for Dinner? (Transcript),Cobel,You know you can choose yourself or anyone but Dylan.,1900-01-01 00:10:21,Mark
1,8,What’s for Dinner? (Transcript),Mark,"Yeah, but it’s more his thing, and he really worked hard.",1900-01-01 00:10:25,Cobel
1,8,What’s for Dinner? (Transcript),Cobel,"Well, I’ll make the arrangements.",1900-01-01 00:10:37,Mark
1,8,What’s for Dinner? (Transcript),Mark,Great.,1900-01-01 00:10:39,Cobel
1,8,What’s for Dinner? (Transcript),Cobel,"But before you celebrate, I’d like you to drop by Wellness.",1900-01-01 00:10:39,Mark
1,8,What’s for Dinner? (Transcript),Mark,Really?,1900-01-01 00:10:43,Cobel
1,8,What’s for Dinner? (Transcript),Cobel,"Yes. I’m having all department heads do it end-of-quarter. With all this stress, and Mr. Graner retiring and everything.",1900-01-01 00:10:44,Mark
1,8,What’s for Dinner? (Transcript),Mark,Of course.,1900-01-01 00:10:54,Cobel
1,8,What’s for Dinner? (Transcript),Cobel,"Mark, all sarcasm aside…",1900-01-01 00:11:01,Mark
1,8,What’s for Dinner? (Transcript),Mark,Yeah.,1900-01-01 00:11:04,Cobel
1,8,What’s for Dinner? (Transcript),Cobel,Thank you.,1900-01-01 00:11:07,Mark
1,8,What’s for Dinner? (Transcript),Cobel,I…Lumon needed this.,1900-01-01 00:11:10,Mark
1,8,What’s for Dinner? (Transcript),Ms. Casey,Mark.,1900-01-01 00:11:26,Mark
1,8,What’s for Dinner? (Transcript),Mark,Ms. Casey.,1900-01-01 00:11:29,Ms. Casey
1,8,What’s for Dinner? (Transcript),Mark,Where’d the tree go?,1900-01-01 00:11:38,Ms. Casey
1,8,What’s for Dinner? (Transcript),Ms. Casey,You can have a seat.,1900-01-01 00:11:43,Mark
1,8,What’s for Dinner? (Transcript),Mark,Why’s everything in boxes?,1900-01-01 00:11:49,Ms. Casey
1,8,What’s for Dinner? (Transcript),Ms. Casey,"Evidently Lumon’s been blessed with a new wellness director. So I’ll be retiring at the conclusion of this session, and the room is…",1900-01-01 00:11:53,Mark
1,8,What’s for Dinner? (Transcript),Mark,What? Wait. When did they tell you?,1900-01-01 00:12:01,Ms. Casey
1,8,What’s for Dinner? (Transcript),Ms. Casey,Just now. Just a moment ago.,1900-01-01 00:12:07,Mark
1,8,What’s for Dinner? (Transcript),Ms. Casey,"Mark S., you have successfully led your department, Macrodata Refinement, to meet their quarterly quota, and are thus eligible for this special, augmented wellness session.",1900-01-01 00:12:30,Mark
1,8,What’s for Dinner? (Transcript),Mark,I didn’t think you’d get fired.,1900-01-01 00:12:44,Ms. Casey
1,8,What’s for Dinner? (Transcript),Ms. Casey,"“Your Outie is kind. Your Outie has brightened people’s days by merely smiling. Your Outie makes time for people, even when…",1900-01-01 00:12:49,Mark
1,8,What’s for Dinner? (Transcript),Mark,"Hey, let me talk to somebody.",1900-01-01 00:13:02,Ms. Casey
1,8,What’s for Dinner? (Transcript),Ms. Casey,I really liked being in the office with you all that day.,1900-01-01 00:13:16,Mark
1,8,What’s for Dinner? (Transcript),Ms. Casey,I know I vexed you. I know I’m… strange.,1900-01-01 00:13:22,Mark
1,8,What’s for Dinner? (Transcript),Mark,"No, you’re not strange.",1900-01-01 00:13:27,Ms. Casey
1,8,What’s for Dinner? (Transcript),Ms. Casey,My life has been 107 hours long. Most of that has been these half-hour sessions.,1900-01-01 00:13:31,Mark
1,8,What’s for Dinner? (Transcript),Ms. Casey,"For me, my favorite time was the eight hours I spent in your department watching Helly. It’s the longest I’ve ever been awake. I suppose it’s what you could call my good old days.",1900-01-01 00:13:39,Mark
1,8,What’s for Dinner? (Transcript),Mark,There must be something we can do.,1900-01-01 00:14:04,Ms. Casey
1,8,What’s for Dinner? (Transcript),Ms. Casey,Why do you care what happens to me?,1900-01-01 00:14:16,Mark
1,8,What’s for Dinner? (Transcript),Mark,"Because we’re people, not parts of people.",1900-01-01 00:14:31,Ms. Casey
1,8,What’s for Dinner? (Transcript),Mark,"Even with what little they gave us, these are our lives.",1900-01-01 00:14:36,Ms. Casey
1,8,What’s for Dinner? (Transcript),Mark,No one gets to just turn you off.,1900-01-01 00:14:40,Ms. Casey
1,8,What’s for Dinner? (Transcript),Ms. Casey,"You’re nice, Mark.",1900-01-01 00:14:48,Mark
1,8,What’s for Dinner? (Transcript),Ms. Casey,“Your Outie is kind. Your Outie can set up a tent in under three minutes. Your Outie knows a beautiful rock from a plain one. Your Outie likes giving…,1900-01-01 00:15:07,Milchick
1,8,What’s for Dinner? (Transcript),Milchick,"You know it’s good, right? That they don’t remember each other?",1900-01-01 00:15:27,Cobel
1,8,What’s for Dinner? (Transcript),Milchick,It means the chips work. It’s a win.,1900-01-01 00:15:34,Cobel
1,8,What’s for Dinner? (Transcript),Cobel,"Take her back down to the testing floor, please.",1900-01-01 00:15:43,Milchick
1,8,What’s for Dinner? (Transcript),Ms. Casey,Do you know if I’m happy up there?,1900-01-01 00:16:45,Milchick
1,8,What’s for Dinner? (Transcript),Milchick,Of course. You do all sorts of wonderful things.,1900-01-01 00:16:50,Ms. Casey
1,8,What’s for Dinner? (Transcript),Ms. Casey,Could I just…,1900-01-01 00:17:12,Milchick
1,8,What’s for Dinner? (Transcript),Milchick,I’m sorry.,1900-01-01 00:17:12,Ms. Casey
1,8,What’s for Dinner? (Transcript),Milchick,I just have so much to do today.,1900-01-01 00:17:15,Ms. Casey
1,8,What’s for Dinner? (Transcript),Milchick,On you go.,1900-01-01 00:17:17,Ms. Casey
1,8,What’s for Dinner? (Transcript),Helly,Mark.,1900-01-01 00:17:58,Irving
1,8,What’s for Dinner? (Transcript),Irving,Where were you?,1900-01-01 00:17:58,Helly
1,8,What’s for Dinner? (Transcript),Mark,They gave me a wellness check.,1900-01-01 00:18:00,Helly
1,8,What’s for Dinner? (Transcript),Mark,Okay. You’re all set for the waffle party.,1900-01-01 00:18:03,Dylan
1,8,What’s for Dinner? (Transcript),Dylan,"How’s Ms. Casey? I mean, I’m over her, but I still wanna be friends.",1900-01-01 00:18:06,Mark
1,8,What’s for Dinner? (Transcript),Mark,They fired her.,1900-01-01 00:18:12,Dylan
1,8,What’s for Dinner? (Transcript),Dylan,What?,1900-01-01 00:18:12,Mark
1,8,What’s for Dinner? (Transcript),Mark,Yeah. She just found out.,1900-01-01 00:18:14,Helly
1,8,What’s for Dinner? (Transcript),Helly,"Well, can we help her? Is there anything we can do?",1900-01-01 00:18:15,Mark
1,8,What’s for Dinner? (Transcript),Mark,I don’t know.,1900-01-01 00:18:18,Helly
1,8,What’s for Dinner? (Transcript),Mark,Is everyone sure they wanna do this?,1900-01-01 00:18:22,Milchick
1,8,What’s for Dinner? (Transcript),Milchick,Any Macrodats ready to party?,1900-01-01 00:18:25,Mark
1,8,What’s for Dinner? (Transcript),Mark,Yeah.,1900-01-01 00:18:28,Milchick
1,8,What’s for Dinner? (Transcript),Milchick,"Dylan G.’s waffle party will commence at close of day. In the meantime, I’ve ordered the pre-Waffle Party egg bar social for everyone.",1900-01-01 00:18:33,Mark
1,8,What’s for Dinner? (Transcript),Dylan,Yes! Pay dirt! Yeah!,1900-01-01 00:18:42,Milchick
1,8,What’s for Dinner? (Transcript),Milchick,All of you deserve this for reaching quota.,1900-01-01 00:18:45,Dylan
1,8,What’s for Dinner? (Transcript),Milchick,But before we begin…a very special gift for a very special Dylan.,1900-01-01 00:18:49,Dylan
1,8,What’s for Dinner? (Transcript),Milchick,Our three-time R of the Q! A man whose mind is as sharp as his incisors.,1900-01-01 00:18:58,Dylan
1,8,What’s for Dinner? (Transcript),Milchick,"Right, bud?",1900-01-01 00:19:05,Helly
1,8,What’s for Dinner? (Transcript),Helly,Open it.,1900-01-01 00:19:14,Dylan
1,8,What’s for Dinner? (Transcript),Dylan,"Yeah, I bet you’d like that, fuckers. But my prize, my eyes, so…",1900-01-01 00:19:15,Helly
1,8,What’s for Dinner? (Transcript),Milchick,"Maybe you should show them, Dylan. Show them what you requested.",1900-01-01 00:19:19,Dylan
1,8,What’s for Dinner? (Transcript),Mark,"Yeah, show us, man.",1900-01-01 00:19:25,Dylan
1,8,What’s for Dinner? (Transcript),Dylan,Fine.,1900-01-01 00:19:27,Mark
1,8,What’s for Dinner? (Transcript),Milchick,"Okay, yeah. Let’s switch up the vibe in here.",1900-01-01 00:19:41,Mark
1,8,What’s for Dinner? (Transcript),Mark,Good?,1900-01-01 00:19:50,Milchick
1,8,What’s for Dinner? (Transcript),Helly,"Jesus, this is actually good.",1900-01-01 00:20:13,Dylan
1,8,What’s for Dinner? (Transcript),Dylan,"Yeah, the egg bar is coveted as fuck.",1900-01-01 00:20:16,Helly
1,8,What’s for Dinner? (Transcript),Milchick,Look at this thing over here. Looking good.,1900-01-01 00:20:27,Dylan
1,8,What’s for Dinner? (Transcript),Helly,I should be the one to stay behind.,1900-01-01 00:20:39,Dylan
1,8,What’s for Dinner? (Transcript),Dylan,Nope.,1900-01-01 00:20:41,Helly
1,8,What’s for Dinner? (Transcript),Helly,Don’t you wanna see your kid again?,1900-01-01 00:20:44,Dylan
1,8,What’s for Dinner? (Transcript),Dylan,What we’re doing tonight is just the first step.,1900-01-01 00:20:47,Helly
1,8,What’s for Dinner? (Transcript),Helly,Are you sure?,1900-01-01 00:20:54,Dylan
1,8,What’s for Dinner? (Transcript),Natalie,Helly R. attempted suicide three weeks ago.,1900-01-01 00:21:23,Cobel
1,8,What’s for Dinner? (Transcript),Cobel,"Yes, she did.",1900-01-01 00:21:28,Natalie
1,8,What’s for Dinner? (Transcript),Natalie,How could you not tell us?,1900-01-01 00:21:32,Cobel
1,8,What’s for Dinner? (Transcript),Cobel,Did Milchick give you those?,1900-01-01 00:21:36,Natalie
1,8,What’s for Dinner? (Transcript),Natalie,Answer the question.,1900-01-01 00:21:39,Cobel
1,8,What’s for Dinner? (Transcript),Cobel,Am I speaking with the Board?,1900-01-01 00:21:43,Natalie
1,8,What’s for Dinner? (Transcript),Natalie,We also know that you’ve been spending time at the home of Mark Scout’s sister.,1900-01-01 00:21:47,Cobel
1,8,What’s for Dinner? (Transcript),Cobel,Right.,1900-01-01 00:21:55,Natalie
1,8,What’s for Dinner? (Transcript),Natalie,"It has been decided that you be suspended from your position, effective immediately. You are fired.",1900-01-01 00:21:57,Cobel
1,8,What’s for Dinner? (Transcript),Cobel,Go—,1900-01-01 00:22:07,Natalie
1,8,What’s for Dinner? (Transcript),Cobel,"Oh, fuck off, Natalie! Is the Board even there?",1900-01-01 00:22:10,The Board
1,8,What’s for Dinner? (Transcript),The Board,Yes.,1900-01-01 00:22:22,Cobel
1,8,What’s for Dinner? (Transcript),Cobel,I’m sorry. That was rude.,1900-01-01 00:22:33,The Board
1,8,What’s for Dinner? (Transcript),Cobel,"I can explain everything to the Board tonight, please.",1900-01-01 00:22:36,Natalie
1,8,What’s for Dinner? (Transcript),Natalie,The Board has concluded the call.,1900-01-01 00:22:44,Cobel
1,8,What’s for Dinner? (Transcript),Irving,"“Endow in each swing of your ax or swipe of your pen the sum of your affections, that through me they may be purified and returned. No higher purpose may be found than this. Nor any… higher love.”",1900-01-01 00:23:22,Natalie
1,8,What’s for Dinner? (Transcript),Helly,I figured it out. The goats lay the eggs.,1900-01-01 00:24:18,Mark
1,8,What’s for Dinner? (Transcript),Mark,"Oh, my God. You got it!",1900-01-01 00:24:22,Helly
1,8,What’s for Dinner? (Transcript),Helly,You scared about tonight?,1900-01-01 00:24:39,Mark
1,8,What’s for Dinner? (Transcript),Mark,Yeah. I’m scared of getting caught.,1900-01-01 00:24:44,Helly
1,8,What’s for Dinner? (Transcript),Helly,"They left us unattended, and thought we’d be too dumb to notice. They won’t see this coming.",1900-01-01 00:24:55,Mark
1,8,What’s for Dinner? (Transcript),Mark,Or we won’t wake up.,1900-01-01 00:25:05,Helly
1,8,What’s for Dinner? (Transcript),Mark,Or we’re all assholes out there.,1900-01-01 00:25:17,Helly
1,8,What’s for Dinner? (Transcript),Helly,"Well, that’s a given for me.",1900-01-01 00:25:20,Mark
1,8,What’s for Dinner? (Transcript),Mark,"You know, I just hope it turns out I have things I care about. Like, for real.",1900-01-01 00:25:26,Helly
1,8,What’s for Dinner? (Transcript),Helly,You pretended to care about me pretty well.,1900-01-01 00:25:35,Mark
1,8,What’s for Dinner? (Transcript),Mark,You’re easy to pretend to care about.,1900-01-01 00:25:43,Helly
1,8,What’s for Dinner? (Transcript),Helly,Thank you. As are you.,1900-01-01 00:25:53,Mark
1,8,What’s for Dinner? (Transcript),Mark,Thanks.,1900-01-01 00:25:58,Helly
1,8,What’s for Dinner? (Transcript),Milchick,"Okay, Refiners!",1900-01-01 00:26:03,Mark
1,8,What’s for Dinner? (Transcript),Milchick,"I need to see about a management issue, and this party is over.",1900-01-01 00:26:05,Irving
1,8,What’s for Dinner? (Transcript),Milchick,I’ll leave the food.,1900-01-01 00:26:09,Irving
1,8,What’s for Dinner? (Transcript),Irving,"Thank you, Mr. Milchick.",1900-01-01 00:26:11,Milchick
1,8,What’s for Dinner? (Transcript),Milchick,"Dylan, I’ll be back to escort you to Perpetuity shortly.",1900-01-01 00:26:13,Irving
1,8,What’s for Dinner? (Transcript),Milchick,Key card.,1900-01-01 00:26:53,Mark
1,8,What’s for Dinner? (Transcript),Milchick,On you go then.,1900-01-01 00:27:10,Mark
1,8,What’s for Dinner? (Transcript),Mark,"Okay, look, you don’t mess with any other departments.",1900-01-01 00:27:34,Dylan
1,8,What’s for Dinner? (Transcript),Mark,It’s just us three.,1900-01-01 00:27:37,Dylan
